,timestamp,open,high,low,close,vtt,symbol
0,1677469500,17428.6,17443.0,17358.4,17437.8,0,0
1,1677470400,17438.7,17451.6,17375.95,17407.0,0,0
2,1677471300,17406.6,17419.8,17334.45,17335.6,0,0
3,1677472200,17334.9,17345.45,17303.8,17306.4,0,0
4,1677473100,17306.3,17332.6,17300.9,17324.4,0,0
5,1677474000,17325.1,17326.5,17308.2,17323.4,0,0
6,1677474900,17323.2,17332.6,17307.2,17327.1,0,0
7,1677475800,17327.2,17377.35,17324.6,17376.7,0,0
8,1677476700,17376.4,17381.3,17350.6,17351.9,0,0
9,1677477600,17352.4,17394.3,17343.85,17379.8,0,0
10,1677478500,17379.0,17397.3,17369.75,17378.1,0,0
11,1677479400,17379.0,17379.55,17323.8,17329.1,0,0
12,1677480300,17328.7,17342.45,17322.65,17336.7,0,0
13,1677481200,17336.8,17347.15,17328.15,17333.8,0,0
14,1677482100,17333.8,17347.9,17326.65,17337.8,0,0
15,1677483000,17337.6,17344.25,17299.0,17308.5,0,0
16,1677483900,17306.9,17327.95,17304.0,17320.6,0,0
17,1677484800,17320.3,17342.2,17317.55,17333.5,0,0
18,1677485700,17333.1,17355.05,17327.0,17352.1,0,0
19,1677486600,17351.9,17374.15,17349.65,17354.2,0,0
20,1677487500,17354.1,17363.45,17336.7,17348.4,0,0
21,1677488400,17347.5,17357.85,17336.9,17353.7,0,0
22,1677489300,17353.8,17375.45,17336.1,17374.4,0,0
23,1677490200,17374.3,17405.3,17365.05,17402.5,0,0
24,1677491100,17401.8,17411.05,17388.55,17406.3,0,0
25,1677555900,17383.2,17428.25,17367.4,17407.5,0,0
26,1677556800,17406.9,17440.45,17400.6,17421.6,0,0
27,1677557700,17421.2,17432.8,17389.1,17403.2,0,0
28,1677558600,17403.8,17408.8,17369.9,17380.4,0,0
29,1677559500,17380.9,17413.1,17372.25,17412.3,0,0
30,1677560400,17409.7,17415.7,17363.1,17363.3,0,0
31,1677561300,17362.2,17376.8,17346.2,17371.6,0,0
32,1677562200,17371.0,17379.7,17361.7,17375.1,0,0
33,1677563100,17374.8,17380.95,17359.9,17362.3,0,0
34,1677564000,17362.1,17368.3,17343.75,17345.3,0,0
35,1677564900,17344.8,17385.35,17344.75,17376.9,0,0
36,1677565800,17376.6,17386.35,17372.1,17385.0,0,0
37,1677566700,17384.8,17401.15,17373.0,17391.7,0,0
38,1677567600,17392.0,17397.7,17354.45,17354.6,0,0
39,1677568500,17354.6,17365.2,17339.8,17354.4,0,0
40,1677569400,17354.3,17368.3,17345.85,17348.6,0,0
41,1677570300,17348.2,17360.9,17331.9,17334.9,0,0
42,1677571200,17335.3,17354.35,17326.55,17329.1,0,0
43,1677572100,17327.8,17334.25,17308.15,17310.0,0,0
44,1677573000,17309.3,17313.75,17255.2,17261.2,0,0
45,1677573900,17260.9,17308.55,17260.9,17303.1,0,0
46,1677574800,17303.1,17315.45,17271.0,17274.8,0,0
47,1677575700,17275.8,17314.0,17274.55,17312.6,0,0
48,1677576600,17314.6,17342.1,17286.15,17313.6,0,0
49,1677577500,17313.3,17322.8,17296.05,17317.2,0,0
50,1677642300,17360.1,17410.3,17345.25,17369.8,0,0
51,1677643200,17369.6,17421.95,17362.75,17405.4,0,0
52,1677644100,17405.8,17420.65,17384.6,17389.4,0,0
53,1677645000,17390.4,17420.95,17390.4,17404.2,0,0
54,1677645900,17404.6,17420.5,17389.55,17418.0,0,0
55,1677646800,17418.3,17427.25,17403.95,17418.5,0,0
56,1677647700,17418.2,17421.0,17409.5,17419.5,0,0
57,1677648600,17419.5,17430.65,17409.7,17430.5,0,0
58,1677649500,17430.8,17437.1,17423.95,17427.7,0,0
59,1677650400,17428.4,17441.35,17417.5,17429.2,0,0
60,1677651300,17429.4,17429.45,17421.7,17427.4,0,0
61,1677652200,17427.9,17431.35,17406.7,17407.8,0,0
62,1677653100,17407.6,17419.55,17393.6,17417.3,0,0
63,1677654000,17417.6,17422.75,17401.95,17417.3,0,0
64,1677654900,17417.3,17429.75,17416.5,17422.1,0,0
65,1677655800,17422.3,17423.95,17410.8,17414.8,0,0
66,1677656700,17415.2,17421.45,17401.8,17421.2,0,0
67,1677657600,17421.2,17422.05,17408.6,17420.6,0,0
68,1677658500,17420.9,17445.7,17415.4,17423.8,0,0
69,1677659400,17423.4,17442.9,17423.0,17442.9,0,0
70,1677660300,17442.4,17448.65,17428.25,17445.8,0,0
71,1677661200,17446.2,17466.45,17446.15,17465.6,0,0
72,1677662100,17465.5,17467.75,17450.1,17451.1,0,0
73,1677663000,17451.2,17461.55,17442.9,17447.1,0,0
74,1677663900,17447.2,17459.4,17445.9,17457.2,0,0
75,1677728700,17421.5,17445.8,17372.7,17377.1,0,0
76,1677729600,17375.8,17393.55,17363.0,17388.2,0,0
77,1677730500,17388.8,17393.45,17347.7,17348.0,0,0
78,1677731400,17346.7,17374.2,17343.95,17354.3,0,0
79,1677732300,17354.5,17373.75,17345.7,17370.8,0,0
80,1677733200,17371.4,17387.55,17371.3,17382.9,0,0
81,1677734100,17382.8,17388.0,17356.15,17365.9,0,0
82,1677735000,17365.7,17379.25,17358.0,17376.1,0,0
83,1677735900,17376.1,17380.95,17363.0,17373.0,0,0
84,1677736800,17373.4,17380.45,17369.45,17376.1,0,0
85,1677737700,17375.5,17384.1,17373.95,17383.1,0,0
86,1677738600,17382.3,17401.8,17381.25,17386.8,0,0
87,1677739500,17387.3,17391.8,17370.7,17378.8,0,0
88,1677740400,17379.4,17386.75,17377.05,17377.8,0,0
89,1677741300,17377.6,17388.3,17370.55,17372.1,0,0
90,1677742200,17372.1,17383.5,17350.6,17350.6,0,0
91,1677743100,17350.8,17368.15,17348.8,17353.8,0,0
92,1677744000,17353.1,17355.75,17315.6,17316.1,0,0
93,1677744900,17316.0,17326.75,17312.75,17320.9,0,0
94,1677745800,17321.1,17339.65,17306.0,17334.3,0,0
95,1677746700,17334.4,17345.4,17324.8,17336.5,0,0
96,1677747600,17337.2,17343.2,17317.75,17323.8,0,0
97,1677748500,17323.7,17333.55,17314.35,17327.9,0,0
98,1677749400,17328.8,17336.2,17319.3,17329.4,0,0
99,1677750300,17329.9,17330.65,17311.45,17318.7,0,0
100,1677815100,17451.2,17481.4,17427.7,17466.8,0,0
101,1677816000,17467.3,17487.1,17453.1,17462.9,0,0
102,1677816900,17463.5,17495.35,17462.4,17485.9,0,0
103,1677817800,17485.8,17514.75,17474.0,17512.7,0,0
104,1677818700,17513.9,17527.55,17508.55,17521.2,0,0
105,1677819600,17520.5,17534.0,17516.75,17531.3,0,0
106,1677820500,17531.4,17556.55,17530.5,17542.1,0,0
107,1677821400,17542.6,17555.75,17536.5,17547.8,0,0
108,1677822300,17547.5,17569.65,17534.9,17561.8,0,0
109,1677823200,17562.2,17579.0,17561.05,17575.2,0,0
110,1677824100,17575.7,17577.0,17563.3,17566.6,0,0
111,1677825000,17566.3,17578.05,17563.75,17570.6,0,0
