,timestamp,open,high,low,close,vtt,symbol
0,1677469500,39820.4,40073.7,39745.4,40062.1,0,2
1,1677470400,40066.1,40135.4,39931.8,40060.6,0,2
2,1677471300,40064.1,40097.85,39936.85,39954.5,0,2
3,1677472200,39952.8,39975.65,39847.2,39856.1,0,2
4,1677473100,39856.1,39948.45,39845.35,39919.1,0,2
5,1677474000,39916.1,39932.9,39876.65,39932.4,0,2
6,1677474900,39930.4,39935.0,39856.4,39908.3,0,2
7,1677475800,39908.9,40150.45,39898.3,40134.6,0,2
8,1677476700,40135.7,40160.45,40060.3,40116.5,0,2
9,1677477600,40117.7,40240.35,40085.9,40213.8,0,2
10,1677478500,40209.4,40275.7,40177.8,40236.1,0,2
11,1677479400,40245.4,40249.6,40132.5,40135.9,0,2
12,1677480300,40134.9,40176.65,40107.2,40155.2,0,2
13,1677481200,40156.4,40207.1,40143.1,40172.6,0,2
14,1677482100,40174.9,40236.7,40145.6,40177.2,0,2
15,1677483000,40175.6,40207.65,40075.45,40081.2,0,2
16,1677483900,40078.1,40166.1,40074.05,40108.9,0,2
17,1677484800,40106.8,40195.1,40097.0,40171.9,0,2
18,1677485700,40170.6,40253.2,40138.3,40218.6,0,2
19,1677486600,40218.9,40308.7,40218.9,40234.1,0,2
20,1677487500,40235.1,40259.4,40164.65,40208.9,0,2
21,1677488400,40206.9,40230.6,40167.85,40187.0,0,2
22,1677489300,40193.3,40235.95,40126.65,40235.9,0,2
23,1677490200,40233.8,40338.9,40198.85,40330.4,0,2
24,1677491100,40329.7,40371.45,40298.5,40355.9,0,2
25,1677555900,40302.7,40391.45,40255.5,40285.9,0,2
26,1677556800,40286.4,40358.6,40237.1,40291.6,0,2
27,1677557700,40288.8,40296.15,40205.6,40290.1,0,2
28,1677558600,40295.6,40314.0,40235.8,40287.7,0,2
29,1677559500,40292.7,40369.55,40256.6,40364.6,0,2
30,1677560400,40361.4,40382.15,40264.95,40266.9,0,2
31,1677561300,40260.9,40298.05,40232.2,40291.8,0,2
32,1677562200,40290.2,40328.1,40268.65,40295.1,0,2
33,1677563100,40291.1,40323.3,40252.15,40270.9,0,2
34,1677564000,40271.2,40309.8,40242.15,40242.5,0,2
35,1677564900,40240.9,40347.7,40238.65,40245.1,0,2
36,1677565800,40245.5,40301.35,40221.4,40301.3,0,2
37,1677566700,40300.4,40356.05,40261.5,40341.1,0,2
38,1677567600,40342.8,40349.6,40236.95,40238.1,0,2
39,1677568500,40241.2,40295.5,40241.2,40273.9,0,2
40,1677569400,40275.9,40353.0,40259.65,40272.3,0,2
41,1677570300,40272.7,40325.35,40245.95,40263.9,0,2
42,1677571200,40263.2,40337.75,40251.15,40269.6,0,2
43,1677572100,40269.6,40316.9,40223.7,40229.1,0,2
44,1677573000,40227.9,40240.95,40077.25,40079.1,0,2
45,1677573900,40077.1,40226.8,40073.0,40207.1,0,2
46,1677574800,40203.9,40243.55,40156.8,40178.4,0,2
47,1677575700,40177.4,40316.1,40160.3,40302.0,0,2
48,1677576600,40305.6,40353.5,40225.5,40253.0,0,2
49,1677577500,40254.1,40315.95,40224.55,40282.9,0,2
50,1677642300,40473.9,40505.75,40341.95,40436.9,0,2
51,1677643200,40442.4,40531.65,40412.0,40487.3,0,2
52,1677644100,40487.1,40567.1,40462.7,40501.3,0,2
53,1677645000,40503.4,40598.2,40503.4,40533.6,0,2
54,1677645900,40531.4,40605.35,40499.65,40598.9,0,2
55,1677646800,40595.8,40627.55,40540.95,40605.7,0,2
56,1677647700,40605.1,40635.7,40584.1,40615.7,0,2
57,1677648600,40617.2,40652.25,40566.05,40648.9,0,2
58,1677649500,40652.1,40677.2,40629.8,40637.1,0,2
