101223060914042,EURINR 23 Jun 09 93.25 PE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360993.25PE,10,12,14042,EURINR,25,93.25,PE,101200000025,None
101223060914043,EURINR 23 Jun 09 93.5 CE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360993.5CE,10,12,14043,EURINR,25,93.5,CE,101200000025,None
101223060914044,EURINR 23 Jun 09 93.5 PE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360993.5PE,10,12,14044,EURINR,25,93.5,PE,101200000025,None
101223060914045,EURINR 23 Jun 09 93.75 CE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360993.75CE,10,12,14045,EURINR,25,93.75,CE,101200000025,None
101223060914046,EURINR 23 Jun 09 93.75 PE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360993.75PE,10,12,14046,EURINR,25,93.75,PE,101200000025,None
101223060914047,EURINR 23 Jun 09 94 CE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360994CE,10,12,14047,EURINR,25,94.0,CE,101200000025,None
101223060914048,EURINR 23 Jun 09 94 PE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360994PE,10,12,14048,EURINR,25,94.0,PE,101200000025,None
101223060914049,EURINR 23 Jun 09 94.25 CE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360994.25CE,10,12,14049,EURINR,25,94.25,CE,101200000025,None
101223060914050,EURINR 23 Jun 09 94.25 PE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360994.25PE,10,12,14050,EURINR,25,94.25,PE,101200000025,None
101223060914051,EURINR 23 Jun 09 94.5 CE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360994.5CE,10,12,14051,EURINR,25,94.5,CE,101200000025,None
101223060914052,EURINR 23 Jun 09 94.5 PE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360994.5PE,10,12,14052,EURINR,25,94.5,PE,101200000025,None
101223060914053,EURINR 23 Jun 09 94.75 CE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360994.75CE,10,12,14053,EURINR,25,94.75,CE,101200000025,None
101223060914054,EURINR 23 Jun 09 94.75 PE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360994.75PE,10,12,14054,EURINR,25,94.75,PE,101200000025,None
101223060914055,EURINR 23 Jun 09 95 CE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360995CE,10,12,14055,EURINR,25,95.0,CE,101200000025,None
101223060914056,EURINR 23 Jun 09 95 PE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360995PE,10,12,14056,EURINR,25,95.0,PE,101200000025,None
101223060914057,EURINR 23 Jun 09 95.25 CE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360995.25CE,10,12,14057,EURINR,25,95.25,CE,101200000025,None
101223060914058,EURINR 23 Jun 09 95.25 PE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360995.25PE,10,12,14058,EURINR,25,95.25,PE,101200000025,None
101223060914059,EURINR 23 Jun 09 95.5 CE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360995.5CE,10,12,14059,EURINR,25,95.5,CE,101200000025,None
101223060914060,EURINR 23 Jun 09 95.5 PE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:EURINR2360995.5PE,10,12,14060,EURINR,25,95.5,PE,101200000025,None
101223060914065,GBPINR 23 Jun 09 95 CE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:GBPINR2360995CE,10,12,14065,GBPINR,26,95.0,CE,101200000026,None
101223060914066,GBPINR 23 Jun 09 95 PE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:GBPINR2360995PE,10,12,14066,GBPINR,26,95.0,PE,101200000026,None
101223060914067,GBPINR 23 Jun 09 95.25 CE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:GBPINR2360995.25CE,10,12,14067,GBPINR,26,95.25,CE,101200000026,None
101223060914068,GBPINR 23 Jun 09 95.25 PE,19,1,0.0025,,0900-1700|1815-1915:,2023-06-05,1686321000,NSE:GBPINR2360995.25PE,10,12,14068,GBPINR,26,95.25,PE,101200000026,None
